field_type,ID,Location,Taxa,Numeric,Time,Time,Categorical,Comments
2070,18_04_27_5,E1 648,Yellow-rumped Flowerpecker,11,NA,NA,V,NA
2071,18_04_28_1,B10,NA,NA,NA,NA,NA,NA
2072,18_04_28_2,B10,NA,NA,NA,NA,NA,NA
2073,18_04_28_3,B10,NA,NA,NA,NA,NA,NA
2074,18_04_28_4,B10,Chestnut-backed Scimitar Babbler,27,00:00:10,06:00:10 AM,A,NA
2075,18_04_28_4,B10,NA,12,00:00:20,06:00:20 AM,A,Tjeuwtjeuwtjeuw
2076,18_04_28_4,B10,Black-capped Babbler,6,00:00:30,06:00:30 AM,A,NA
2077,18_04_28_4,B10,NA,12,00:00:40,06:00:40 AM,V,"Pair of babblers with withish belly, rufous/brown upper parts: JA249"
2078,18_04_28_4,B10,NA,12,00:00:40,06:00:40 AM,V,NA
2079,18_04_28_4,B10,Chestnut-winged Babbler,20,00:00:50,06:00:50 AM,A,NA
2080,18_04_28_4,B10,Bornean Gibbon,100,00:01:00,06:01:00 AM,A,NA
2081,18_04_28_4,B10,Prionochilus,23,00:01:10,06:01:10 AM,A,NA
2082,18_04_28_4,B10,NA,20,00:05:36,06:05:36 AM,A,Whitwhitwhitwhitwhit: JA252
2083,18_04_28_4,B10,Babbler,10,00:06:00,06:06:00 AM,A,JA250
2084,18_04_28_4,B10,Green Iora,17,00:06:00,06:06:00 AM,A,NA
2085,18_04_28_4,B10,Bold-striped Tit-babbler,35,00:11:17,06:11:17 AM,A,NA
2086,18_04_28_4,B10,NA,17,00:15:00,06:15:00 AM,A,Chichew: JA251
2087,18_04_28_4,B10,NA,16,00:15:00,06:15:00 AM,A,NA
2088,18_04_28_4,B10,Lesser Coucal,40,00:17:00,06:17:00 AM,A,NA
2089,18_04_28_4,B10,Shrew/squirrel,9,00:17:00,06:17:00 AM,V,NA
2090,18_04_28_4,B10,Cream-vented Bulbul,12,00:18:50,06:18:50 AM,A,NA
2091,18_04_28_4,B10,Pycnonotidae,16,00:19:30,06:19:30 AM,A,NA
2092,18_04_28_4,B10,NA,15,NA,NA,A,WP or Crested serpent eagles? Kheeee: JA248
2093,18_04_28_4,B10,Black-and-yellow Broadbill,20,NA,NA,A,NA
2094,18_04_28_4,B10,Chestnut-winged Babbler,15,NA,NA,A,NA
2095,18_04_28_5,B10,NA,13,00:00:06,07:00:06 AM,A,"single whit, sometimes whitchew"
2096,18_04_28_5,B10,Prionochilus,17,00:00:10,07:00:10 AM,A,NA
2097,18_04_28_5,B10,Bold-striped Tit-babbler,30,00:00:40,07:00:40 AM,A,NA
2098,18_04_28_5,B10,Chestnut-backed Scimitar Babbler,40,00:00:40,07:00:40 AM,A,NA
2099,18_04_28_5,B10,Great Argus,60,00:01:30,07:01:30 AM,A,NA
2100,18_04_28_5,B10,Chestnut-winged Babbler,18,00:01:40,07:01:40 AM,A,NA
2101,18_04_28_5,B10,Green Iora,9,00:02:20,07:02:20 AM,A,NA
2102,18_04_28_5,B10,NA,NA,00:02:30,07:02:30 AM,A,NA
2103,18_04_28_5,B10,NA,20,00:04:30,07:04:30 AM,A,whitwhitwhitwhit: JA254
2104,18_04_28_5,B10,Spectacled Bulbul,11,00:09:40,07:09:40 AM,V,NA
2105,18_04_28_5,B10,Ashy Tailorbird,25,00:10:40,07:10:40 AM,A,NA
2106,18_04_28_5,B10,Plaintive Cuckoo,40,00:10:50,07:10:50 AM,A,NA
2107,18_04_28_5,B10,Black-winged flycatcher-shrike,7,00:12:00,07:12:00 AM,A,NA
2108,18_04_28_5,B10,Cream-vented Bulbul,16,00:13:00,07:13:00 AM,A,NA
2109,18_04_28_5,B10,Moustached Babbler,35,00:14:00,07:14:00 AM,A,NA
2110,18_04_28_5,B10,Babbler,3,00:15:00,07:15:00 AM,A,NA
2111,18_04_28_5,B10,Babbler,3,00:15:00,07:15:00 AM,A,NA
2112,18_04_28_5,B10,Brown Fulvetta,20,00:17:00,07:17:00 AM,A,NA
2113,18_04_28_5,B10,NA,12,00:18:00,07:18:00 AM,A,JA255
2114,18_04_28_6,B10,Short-tailed Babbler,4,00:00:10,08:00:10 AM,V,NA
2115,18_04_28_6,B10,Short-tailed Babbler,4,00:00:20,08:00:20 AM,V,NA
2116,18_04_28_6,B10,Chestnut-winged Babbler,24,00:00:40,08:00:40 AM,A,NA
2117,18_04_28_6,B10,Spectacled Bulbul,16,00:01:00,08:01:00 AM,A,Piequickclip
2118,18_04_28_6,B10,Bornean Gibbon,100,00:01:10,08:01:10 AM,A,NA
2119,18_04_28_6,B10,Fluffy-backed Tit-babbler,25,00:01:30,08:01:30 AM,A,NA
2120,18_04_28_6,B10,Dark-necked Tailorbird,15,00:01:40,08:01:40 AM,A,NA
2121,18_04_28_6,B10,NA,17,00:02:40,08:02:40 AM,A,Chewwhit
2122,18_04_28_6,B10,Yellow-bellied Bulbul,16,00:03:30,08:03:30 AM,V,NA
2123,18_04_28_6,B10,Greater Coucal,40,00:04:00,08:04:00 AM,A,NA
2124,18_04_28_6,B10,NA,11,00:05:31,08:05:31 AM,A,NA
2125,18_04_28_6,B10,Pycnonotus,10,00:06:00,08:06:00 AM,A,pritprit
2126,18_04_28_6,B10,Bornean Gibbon,200,00:06:50,08:06:50 AM,A,NA
2127,18_04_28_6,B10,Asian Fairy Bluebird,15,00:08:53,08:08:53 AM,A,NA
2128,18_04_28_6,B10,Chestnut-winged Babbler,9,00:18:30,08:18:30 AM,A,NA
2129,18_05_04_1,VJR 2,Tree Hole Frog,10,00:00:01,12:00:01 AM,A,NA
2130,18_05_04_1,VJR 2,Tree Hole Frog,20,00:08:43,12:08:43 AM,A,NA
2131,18_05_04_1,VJR 2,Lowland Litter Frog,40,00:12:57,12:12:57 AM,A,NA
2132,18_05_04_1,VJR 2,Tree Frog,10,00:19:08,12:19:08 AM,A,NA
2133,18_05_04_2,VJR 2,Tree Hole Frog,10,00:00:02,01:00:02 AM,A,NA
2134,18_05_04_2,VJR 2,Tree Frog,10,00:05:22,01:05:22 AM,A,NA
2135,18_05_04_2,VJR 2,Hose's Bush Frog,15,00:06:32,01:06:32 AM,A,NA
2136,18_05_04_2,VJR 2,Tree Frog,15,00:10:20,01:10:20 AM,A,NA
2137,18_05_04_3,VJR 2,Tree Hole Frog,10,00:00:11,02:00:11 AM,A,NA
2138,18_05_04_3,VJR 2,Lowland Litter Frog,10,00:05:45,02:05:45 AM,A,NA
2139,18_05_04_3,VJR 2,Tree Frog,15,00:12:10,02:12:10 AM,A,NA
2140,18_05_04_3,VJR 2,Smiths Giant Gecko,15,00:13:41,02:13:41 AM,A,NA
2141,18_05_04_4,VJR 2,Hose's Bush Frog,20,00:00:01,03:00:01 AM,A,NA
2142,18_05_04_4,VJR 2,Sticky Frog,10,00:00:41,03:00:41 AM,A,NA
2143,18_05_04_4,VJR 2,Bush Frog,20,00:05:49,03:05:49 AM,A,single deep 'cheek'
2144,18_05_04_4,VJR 2,Gliding Frog,10,00:06:27,03:06:27 AM,A,NA
2145,18_05_04_4,VJR 2,Sticky Frog,10,00:11:12,03:11:12 AM,A,NA
2146,18_05_04_4,VJR 2,Tree Frog,10,00:12:58,03:12:58 AM,A,NA
2147,18_05_04_4,VJR 2,Tree Hole Frog,20,00:16:33,03:16:33 AM,A,NA
2148,18_05_04_5,VJR 2,Sticky Frog,10,00:01:48,04:01:48 AM,A,NA
2149,18_05_04_5,VJR 2,Bush Frog,15,00:02:13,04:02:13 AM,A,NA
2150,18_05_04_5,VJR 2,Hose's Bush Frog,15,00:12:45,04:12:45 AM,A,NA
2151,18_05_04_5,VJR 2,Tree Hole Frog,20,00:14:06,04:14:06 AM,A,NA
2152,18_05_04_5,VJR 2,Bush Frog,20,00:17:25,04:17:25 AM,A,NA
2153,18_05_04_5,VJR 2,Tree Frog,10,00:17:59,04:17:59 AM,A,NA
2154,18_05_04_6,VJR 2,Bush Frog,15,00:02:26,05:02:26 AM,A,NA
2155,18_05_04_6,VJR 2,Smiths Giant Gecko,10,00:06:45,05:06:45 AM,A,NA
2156,18_05_04_6,VJR 2,Bush Frog,15,00:11:50,05:11:50 AM,A,NA
2157,18_05_04_6,VJR 2,Sticky Frog,10,00:14:50,05:14:50 AM,A,NA
2158,18_05_04_6,VJR 2,Gliding Frog,15,00:16:17,05:16:17 AM,A,NA
2159,18_05_04_6,VJR 2,Lowland Litter Frog,40,00:17:23,05:17:23 AM,A,NA
2160,18_05_05_1,VJR 1,Tree Hole Frog,10,00:00:12,11:00:12 PM,A,NA
2161,18_05_05_1,VJR 1,Tree Hole Frog,15,00:01:10,11:01:10 PM,A,NA
2162,18_05_05_1,VJR 1,Tree Hole Frog,15,00:01:30,11:01:30 PM,A,NA
2163,18_05_05_1,VJR 1,Gliding Frog,20,00:03:40,11:03:40 PM,A,NA
2164,18_05_05_1,VJR 1,Smiths Giant Gecko,20,00:11:20,11:11:20 PM,A,NA
2165,18_05_05_1,VJR 1,Tree Frog,15,00:12:41,11:12:41 PM,A,NA
2166,18_05_05_2,VJR 1,Tree Hole Frog,15,00:00:28,12:00:28 AM,A,NA
2167,18_05_05_2,VJR 1,Deer,40,00:01:10,12:01:10 AM,A,NA
2168,18_05_05_2,VJR 1,Tree Hole Frog,20,00:04:24,12:04:24 AM,A,NA
2169,18_05_05_2,VJR 1,Smiths Giant Gecko,20,00:05:14,12:05:14 AM,A,NA
2170,18_05_05_3,VJR 1,Tree Hole Frog,10,00:00:36,01:00:36 AM,A,NA
2171,18_05_05_3,VJR 1,Tree Hole Frog,15,00:00:40,01:00:40 AM,A,NA
2172,18_05_05_3,VJR 1,File Eared Tree Frog,7,00:04:33,01:04:33 AM,V,NA
2173,18_05_05_3,VJR 1,Hose's Bush Frog,15,00:08:15,01:08:15 AM,A,NA
2174,18_05_05_3,VJR 1,Hose's Bush Frog,15,00:09:35,01:09:35 AM,A,NA
2175,18_05_05_3,VJR 1,Smiths Giant Gecko,30,00:15:20,01:15:20 AM,A,NA
2176,18_05_05_4,VJR 1,Smiths Giant Gecko,15,00:00:20,02:00:20 AM,A,NA
2177,18_05_05_4,VJR 1,Tree Hole Frog,10,00:00:44,02:00:44 AM,A,NA
2178,18_05_05_4,VJR 1,Tree Hole Frog,12,00:02:22,02:02:22 AM,A,NA
2179,18_05_05_4,VJR 1,Hose's Bush Frog,20,00:03:41,02:03:41 AM,A,NA
2180,18_05_05_4,VJR 1,Bush Frog,15,00:04:20,02:04:20 AM,A,NA
2181,18_05_05_4,VJR 1,Gliding Frog,20,00:10:40,02:10:40 AM,A,NA
2182,18_05_05_4,VJR 1,Lowland Litter Frog,20,00:14:21,02:14:21 AM,A,NA
2183,18_05_05_4,VJR 1,Grass Frog,30,00:17:41,02:17:41 AM,A,NA
2184,18_05_05_5,VJR 1,Tree Hole Frog,10,00:00:42,03:00:42 AM,A,NA
2185,18_05_05_5,VJR 1,Tree Hole Frog,15,00:02:46,03:02:46 AM,A,NA
2186,18_05_05_5,VJR 1,Smiths Giant Gecko,30,00:05:26,03:05:26 AM,A,NA
2187,18_05_05_6,VJR 1,Wallace's Flying Frog,20,00:00:01,04:00:01 AM,A,NA
2188,18_05_05_6,VJR 1,Tree Hole Frog,10,00:00:02,04:00:02 AM,A,NA
2189,18_05_05_6,VJR 1,Bearded Pig,30,00:01:55,04:01:55 AM,A,NA
2190,18_05_05_6,VJR 1,Twittering Slender Litter Frog,6,00:03:12,04:03:12 AM,V,NA
2191,18_05_05_6,VJR 1,Smiths Giant Gecko,20,00:04:11,04:04:11 AM,A,NA
2192,18_05_05_6,VJR 1,Lowland Litter Frog,20,00:12:00,04:12:00 AM,A,NA
2193,18_05_05_6,VJR 1,Smiths Giant Gecko,15,00:12:22,04:12:22 AM,A,NA
2194,18_05_14_1,Riparian 2,NA,NA,NA,NA,NA,NA
2195,18_05_14_2,Riparian 2,NA,NA,NA,NA,NA,NA
2196,18_05_14_3,Riparian 2,Hornbill,30,00:19:53,12:19:53 PM,AV,NA
2197,18_05_14_4,Riparian 2,NA,NA,NA,NA,NA,NA
2198,18_05_14_5,Riparian 2,NA,NA,NA,NA,NA,NA
2199,18_05_14_6,Riparian 2,NA,NA,NA,NA,NA,NA
2200,18_05_15_1,D Matrix,Bush Frog,3,00:00:35,09:00:35 PM,A,NA
2201,18_05_15_1,D Matrix,Tree Frog,10,00:07:49,09:07:49 PM,A,NA
2202,18_05_15_1,D Matrix,Rough Guardian Frog,10,00:11:40,09:11:40 PM,A,NA
2203,18_05_15_1,D Matrix,Lowland Litter Frog,50,00:18:13,09:18:13 PM,A,NA
2204,18_05_15_2,D Matrix,Four-lined Tree Frog,10,00:00:37,10:00:37 PM,A,NA
2205,18_05_15_2,D Matrix,Four-lined Tree Frog,10,00:16:09,10:16:09 PM,A,NA
2206,18_05_15_2,D Matrix,Grass Frog,50,00:18:51,10:18:51 PM,A,NA
2207,18_05_15_2,D Matrix,Rough Guardian Frog,15,00:19:36,10:19:36 PM,A,NA
2208,18_05_15_3,D Matrix,Four-lined Tree Frog,15,00:03:58,11:03:58 PM,A,NA
2209,18_05_15_4,D Matrix,Four-lined Tree Frog,15,00:02:17,12:02:17 AM,A,NA
2210,18_05_15_4,D Matrix,Tree Frog,10,00:03:50,12:03:50 AM,A,NA
2211,18_05_15_4,D Matrix,Bush Frog,7,00:07:46,12:07:46 AM,A,NA
2212,18_05_15_4,D Matrix,Tree Hole Frog,50,00:15:08,12:15:08 AM,A,NA
2213,18_05_15_4,D Matrix,Rough Guardian Frog,8,00:18:16,12:18:16 AM,A,NA
2214,18_05_15_4,D Matrix,Tree Frog,10,00:19:37,12:19:37 AM,A,NA
2215,18_05_15_5,D Matrix,Tree Frog,10,00:01:14,01:01:14 AM,A,NA
2216,18_05_15_5,D Matrix,Rough Guardian Frog,8,00:03:39,01:03:39 AM,A,NA
2217,18_05_15_5,D Matrix,Tree Hole Frog,40,00:10:01,01:10:01 AM,A,NA
2218,18_05_15_5,D Matrix,Rough Guardian Frog,10,00:19:33,01:19:33 AM,A,NA
2219,18_05_15_6,D Matrix,Cricket Frog,15,00:00:05,02:00:05 AM,A,NA
2220,18_05_15_6,D Matrix,Tree Frog,15,00:02:55,02:02:55 AM,A,NA
2221,18_05_15_6,D Matrix,Rough Guardian Frog,3,00:09:24,02:09:24 AM,A,NA
2222,18_05_15_6,D Matrix,Rough Guardian Frog,5,00:17:59,02:17:59 AM,A,NA
2223,18_05_15_6,D Matrix,Tree Hole Frog,20,00:18:33,02:18:33 AM,A,NA
2224,18_05_16_1,B10,Peters Bent Toed Gecko,6,00:00:01,09:00:01 PM,V,NA
2225,18_05_16_1,B10,Rough Guardian Frog,8,00:03:59,09:03:59 PM,A,NA
2226,18_05_16_1,B10,Narrow-mouthed Frog,4,00:08:58,09:08:58 PM,A,NA
2227,18_05_16_1,B10,Rough Guardian Frog,8,00:11:50,09:11:50 PM,A,NA
2228,18_05_16_1,B10,Tree Hole Frog,20,00:13:38,09:13:38 PM,A,NA
2229,18_05_16_2,B10,Narrow-mouthed Frog,6,00:04:08,10:04:08 PM,A,NA
2230,18_05_16_2,B10,Tree Hole Frog,20,00:07:39,10:07:39 PM,A,NA
2231,18_05_16_3,B10,Rough Guardian Frog,8,00:01:18,11:01:18 PM,A,NA
2232,18_05_16_3,B10,Narrow-mouthed Frog,6,00:11:20,11:11:20 PM,A,NA
2233,18_05_16_3,B10,Tree Hole Frog,20,00:12:59,11:12:59 PM,A,NA
2234,18_05_16_4,B10,Tree Hole Frog,20,00:03:44,12:03:44 AM,A,NA
2235,18_05_16_4,B10,Cinnamon Frog,2,00:13:17,12:13:17 AM,V,NA
2236,18_05_16_5,B10,Narrow-mouthed Frog,8,00:02:21,01:02:21 AM,A,NA
2237,18_05_16_5,B10,Tree Frog,20,00:13:15,01:13:15 AM,A,NA
2238,18_05_16_6,B10,NA,NA,NA,NA,NA,NA
2239,18_05_18_1,E1 648,Cricket Frog,5,00:00:03,09:00:03 PM,A,NA
2240,18_05_18_1,E1 648,Cricket Frog,6,00:00:15,09:00:15 PM,A,NA
2241,18_05_18_1,E1 648,Rough Guardian Frog,3,00:01:54,09:01:54 PM,A,NA
2242,18_05_18_1,E1 648,Tree Hole Frog,25,00:08:35,09:08:35 PM,A,NA
2243,18_05_18_1,E1 648,Lowland Litter Frog,30,00:11:33,09:11:33 PM,A,NA
2244,18_05_18_1,E1 648,Rough Guardian Frog,3,00:13:44,09:13:44 PM,A,NA
2245,18_05_18_1,E1 648,Tree Frog,10,00:17:46,09:17:46 PM,A,NA
2246,18_05_18_2,E1 648,Rough Guardian Frog,4,00:02:49,10:02:49 PM,A,NA
2247,18_05_18_2,E1 648,Cricket Frog,6,00:20:00,10:20:00 PM,A,NA
2248,18_05_18_3,E1 648,Tree Frog,15,00:16:08,11:16:08 PM,A,NA
2249,18_05_18_3,E1 648,Lowland Litter Frog,30,00:20:00,11:20:00 PM,A,NA
2250,18_05_18_4,E1 648,Rough Guardian Frog,7,00:11:49,12:11:49 AM,A,NA
2251,18_05_18_4,E1 648,Lowland Litter Frog,20,00:12:21,12:12:21 AM,A,NA
2252,18_05_18_5,E1 648,NA,6,00:03:21,01:03:21 AM,A,NA
2253,18_05_18_6,E1 648,NA,NA,NA,NA,NA,NA
2254,18_05_20_1,D Matrix,Bush Frog,10,00:00:33,03:00:33 AM,A,NA
2255,18_05_20_1,D Matrix,Cricket Frog,10,00:01:25,03:01:25 AM,A,NA
2256,18_05_20_1,D Matrix,Rough Guardian Frog,5,00:02:48,03:02:48 AM,A,NA
2257,18_05_20_1,D Matrix,Cricket Frog,12,00:04:07,03:04:07 AM,A,NA
2258,18_05_20_1,D Matrix,Bush Frog,8,00:04:28,03:04:28 AM,A,NA
2259,18_05_20_1,D Matrix,Tree Frog,15,00:06:10,03:06:10 AM,A,NA
2260,18_05_20_1,D Matrix,Cricket Frog,15,00:14:05,03:14:05 AM,A,NA
2261,18_05_20_1,D Matrix,Rough Guardian Frog,7,00:14:47,03:14:47 AM,A,NA
2262,18_05_20_1,D Matrix,Frilled Tree Frog,8,00:17:47,03:17:47 AM,A,NA
2263,18_05_20_2,D Matrix,Cricket Frog,8,00:00:51,04:00:51 AM,A,NA
2264,18_05_20_2,D Matrix,Grass Frog,50,00:01:05,04:01:05 AM,A,NA
2265,18_05_20_2,D Matrix,Bush Frog,4,00:04:05,04:04:05 AM,A,NA
2266,18_05_20_2,D Matrix,Bush Frog,7,00:04:07,04:04:07 AM,A,NA
2267,18_05_20_2,D Matrix,Bush Frog,15,00:06:33,04:06:33 AM,A,NA
2268,18_05_20_2,D Matrix,Rough Guardian Frog,7,00:07:58,04:07:58 AM,A,NA
2269,18_05_20_3,D Matrix,Bush Frog,7,00:00:32,05:00:32 AM,AV,NA
2270,18_05_20_3,D Matrix,Bush Frog,10,00:00:49,05:00:49 AM,A,NA
2271,18_05_20_3,D Matrix,Cricket Frog,14,00:00:56,05:00:56 AM,A,NA
2272,18_05_20_3,D Matrix,Rough Guardian Frog,5,00:02:22,05:02:22 AM,A,NA
2273,18_05_20_3,D Matrix,Grass Frog,50,00:04:00,05:04:00 AM,A,NA
2274,18_05_20_3,D Matrix,Bush Frog,4,00:05:42,05:05:42 AM,A,NA
2275,18_05_20_3,D Matrix,Four-lined Tree Frog,50,00:11:46,05:11:46 AM,A,NA
2276,18_05_20_4,D Matrix,Rough Guardian Frog,7,00:00:04,06:00:04 AM,A,NA
2277,18_05_20_4,D Matrix,Smiths Giant Gecko,15,00:16:15,06:16:15 AM,A,NA
2278,18_05_20_5,D Matrix,Smiths Giant Gecko,15,00:02:59,07:02:59 AM,A,NA
2279,18_05_20_5,D Matrix,Rough Guardian Frog,7,00:16:30,07:16:30 AM,A,NA
2280,18_05_20_6,D Matrix,Grass Frog,50,00:06:55,08:06:55 AM,A,NA
2281,18_05_21_1,C Matrix,Cricket Frog,7,00:10:04,03:10:04 PM,A,NA
2282,18_05_21_1,C Matrix,Cricket Frog,8,00:10:49,03:10:49 PM,A,NA
2283,18_05_21_2,C Matrix,Cricket Frog,10,00:00:41,04:00:41 PM,A,NA
2284,18_05_21_2,C Matrix,Cricket Frog,7,00:00:43,04:00:43 PM,A,NA
2285,18_05_21_2,C Matrix,Cricket Frog,8,00:00:44,04:00:44 PM,A,NA
2286,18_05_21_2,C Matrix,Cricket Frog,7,00:02:31,04:02:31 PM,A,NA
2287,18_05_21_3,C Matrix,Cricket Frog,10,00:00:24,05:00:24 PM,A,NA
2288,18_05_21_3,C Matrix,Cricket Frog,8,00:00:27,05:00:27 PM,A,NA
2289,18_05_21_3,C Matrix,Cricket Frog,7,00:00:30,05:00:30 PM,A,NA
2290,18_05_21_3,C Matrix,Cricket Frog,7,00:00:38,05:00:38 PM,A,NA
2291,18_05_21_4,C Matrix,Cricket Frog,8,00:00:10,06:00:10 PM,A,NA
2292,18_05_21_4,C Matrix,Cricket Frog,7,00:00:11,06:00:11 PM,A,NA
2293,18_05_21_4,C Matrix,Cricket Frog,7,00:00:17,06:00:17 PM,A,NA
2294,18_05_21_4,C Matrix,Cricket Frog,10,00:00:24,06:00:24 PM,A,NA
2295,18_05_21_4,C Matrix,Tree Frog,8,00:04:03,06:04:03 PM,A,NA
2296,18_05_21_4,C Matrix,Cricket Frog,10,00:07:43,06:07:43 PM,A,NA
2297,18_05_21_4,C Matrix,Four-lined Tree Frog,8,00:15:05,06:15:05 PM,A,NA
2298,18_05_21_4,C Matrix,Tree Frog,8,00:19:17,06:19:17 PM,A,NA
2299,18_05_21_4,C Matrix,Four-lined Tree Frog,4,00:19:35,06:19:35 PM,A,NA
2300,18_05_21_4,C Matrix,Four-lined Tree Frog,3,00:20:00,06:20:00 PM,A,NA
2301,18_05_22_5,B10,Cricket Frog,8,00:00:01,07:00:01 AM,A,NA
2302,18_05_22_5,B10,Cricket Frog,8,00:00:03,07:00:03 AM,A,NA
2303,18_05_22_5,B10,Cricket Frog,8,00:00:05,07:00:05 AM,A,NA
2304,18_05_22_5,B10,Cricket Frog,8,00:00:07,07:00:07 AM,A,NA
2305,18_05_22_5,B10,Cricket Frog,8,00:00:08,07:00:08 AM,A,NA
2306,18_05_22_5,B10,Cricket Frog,8,00:00:10,07:00:10 AM,A,NA
2307,18_05_22_5,B10,Cricket Frog,8,00:00:15,07:00:15 AM,A,NA
2308,18_05_22_5,B10,Four-lined Tree Frog,8,00:00:30,07:00:30 AM,A,NA
2309,18_05_22_5,B10,Four-lined Tree Frog,4,00:01:56,07:01:56 AM,A,NA
2310,18_05_22_5,B10,Four-lined Tree Frog,5,00:01:59,07:01:59 AM,A,NA
2311,18_05_22_5,B10,Four-lined Tree Frog,7,00:02:10,07:02:10 AM,A,NA
2312,18_05_22_5,B10,Four-lined Tree Frog,8,00:02:15,07:02:15 AM,A,NA
2313,18_05_22_5,B10,Four-lined Tree Frog,3,00:03:07,07:03:07 AM,A,NA
2314,18_05_22_5,B10,Four-lined Tree Frog,7,00:06:21,07:06:21 AM,A,NA
2315,18_05_22_5,B10,Tree Frog,7,00:06:36,07:06:36 AM,A,NA
2316,18_05_22_5,B10,Tree Frog,8,00:14:42,07:14:42 AM,A,NA
2317,18_05_22_6,B10,Cricket Frog,8,00:00:01,08:00:01 AM,A,NA
2318,18_05_22_6,B10,Cricket Frog,8,00:00:03,08:00:03 AM,A,NA
2319,18_05_22_6,B10,Cricket Frog,8,00:00:05,08:00:05 AM,A,NA
2320,18_05_22_6,B10,Cricket Frog,8,00:00:07,08:00:07 AM,A,NA
2321,18_05_22_6,B10,Cricket Frog,8,00:00:08,08:00:08 AM,A,NA
2322,18_05_22_6,B10,Cricket Frog,8,00:00:10,08:00:10 AM,A,NA
2323,18_05_22_6,B10,File Eared Tree Frog,7,00:00:10,08:00:10 AM,V,perching on branch
2324,18_05_22_6,B10,Cricket Frog,8,00:00:15,08:00:15 AM,A,NA
2325,18_05_22_6,B10,Four-lined Tree Frog,8,00:00:30,08:00:30 AM,A,NA
2326,18_05_22_6,B10,Grass Frog,10,00:01:43,08:01:43 AM,A,NA
2327,18_05_22_6,B10,Four-lined Tree Frog,4,00:01:56,08:01:56 AM,A,NA
2328,18_05_22_6,B10,Four-lined Tree Frog,5,00:01:59,08:01:59 AM,A,NA
2329,18_05_22_6,B10,Four-lined Tree Frog,7,00:02:10,08:02:10 AM,A,NA
2330,18_05_22_6,B10,Four-lined Tree Frog,8,00:02:15,08:02:15 AM,A,NA
2331,18_05_22_6,B10,Four-lined Tree Frog,3,00:03:07,08:03:07 AM,A,NA
2332,18_05_22_6,B10,Four-lined Tree Frog,7,00:06:21,08:06:21 AM,A,NA
2333,18_05_22_6,B10,Tree Frog,7,00:15:05,08:15:05 AM,A,NA
2334,18_05_23_1,Riparian 2,NA,17,00:10:12,10:10:12 AM,A,chewchew and gone
2335,18_05_23_1,Riparian 2,Arachnothera,3,00:14:50,10:14:50 AM,V,spectacled/little? Flew past
2336,18_05_23_1,Riparian 2,Little Spiderhunter,5,00:15:00,10:15:00 AM,V,JA258
2337,18_05_23_2,Riparian 2,Little Spiderhunter,4,00:01:24,11:01:24 AM,A,NA
2338,18_05_23_2,Riparian 2,Black-throated Babbler,25,00:05:20,11:05:20 AM,A,NA
2339,18_05_23_2,Riparian 2,Alcedinidae,12,00:05:30,11:05:30 AM,A,NA
2340,18_05_23_2,Riparian 2,Little Spiderhunter,5,00:06:20,11:06:20 AM,V,NA
2341,18_05_23_2,Riparian 2,Little Spiderhunter,2,00:10:26,11:10:26 AM,V,NA
2342,18_05_23_2,Riparian 2,NA,6,00:17:50,11:17:50 AM,A,tzid: also audible at 18:x
2343,18_05_23_3,Riparian 2,Square-tailed Drongo Cuckoo,40,00:00:05,12:00:05 PM,A,NA
2344,18_05_23_3,Riparian 2,Asian Paradise Flycatcher,25,00:02:47,12:02:47 PM,V,NA
2345,18_05_23_3,Riparian 2,Asian Paradise Flycatcher,25,00:02:47,12:02:47 PM,V,NA
2346,18_05_23_3,Riparian 2,Green Iora,15,00:19:50,12:19:50 PM,A,NA
2347,18_05_23_4,Riparian 2,Striped Wren-babbler,30,00:01:16,01:01:16 PM,A,NA
2348,18_05_23_4,Riparian 2,NA,17,00:09:19,01:09:19 PM,V,2 insignificant browngreyish birds with orangish beak
2349,18_05_23_4,Riparian 2,NA,17,00:09:19,01:09:19 PM,V,2 insignificant browngreyish birds with orangish beak
2350,18_05_23_4,Riparian 2,Black-headed Bulbul,35,00:18:37,01:18:37 PM,A,NA
2351,18_05_23_5,Riparian 2,NA,NA,NA,NA,NA,NA
2352,18_05_23_6,Riparian 2,NA,NA,NA,NA,NA,NA
2353,18_05_24_1,D100 641,Tree Hole Frog,30,00:09:56,03:09:56 AM,A,NA
2354,18_05_24_1,D100 641,Tree Frog,10,00:15:03,03:15:03 AM,A,NA
2355,18_05_24_1,D100 641,Tree Frog,15,00:19:36,03:19:36 AM,A,NA
2356,18_05_24_2,D100 641,Tree Hole Frog,20,00:06:21,04:06:21 AM,A,NA
2357,18_05_24_2,D100 641,Bush Frog,10,00:11:21,04:11:21 AM,A,NA
2358,18_05_24_2,D100 641,Bush Frog,8,00:16:38,04:16:38 AM,A,NA
2359,18_05_24_3,D100 641,Bush Frog,10,00:00:06,05:00:06 AM,A,NA
2360,18_05_24_3,D100 641,Sticky Frog,8,00:01:14,05:01:14 AM,A,NA
2361,18_05_24_3,D100 641,Tree Frog,10,00:02:40,05:02:40 AM,A,NA
2362,18_05_24_3,D100 641,Lowland Litter Frog,40,00:06:03,05:06:03 AM,A,NA
2363,18_05_24_3,D100 641,Smiths Giant Gecko,15,00:06:13,05:06:13 AM,A,NA
2364,18_05_24_3,D100 641,Tree Hole Frog,15,00:16:21,05:16:21 AM,A,NA
